CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,id,station_id,test_id,time,apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
,-100,,-100,41.7,,2960379,BX9,None,4/15/2018 3:00,12.29,0.75,4/15/2018 3:00,9.84,0.85,partly-cloudy-day,51.46598327,0.184877127,-100,-1,-1,rain,1009.93,Mostly Cloudy,12.29,-1,5,142,-10,4.37
,49.8,,-100,-100,,2960380,BX1,None,4/15/2018 3:00,12.29,0.75,4/15/2018 3:00,9.84,0.85,partly-cloudy-day,51.46598327,0.184877127,-100,-1,-1,rain,1009.93,Mostly Cloudy,12.29,-1,5,142,-10,4.37
,-100,,-100,-100,,2960381,TH4,None,4/15/2018 3:00,12.97,0.75,4/15/2018 3:00,9.61,0.8,partly-cloudy-day,51.51504617,-0.008418493,-100,-1,-1,rain,1009.88,Mostly Cloudy,12.97,-1,5.32,160,-10,6.13
,-100,,28,29,,2960382,ST5,None,4/15/2018 3:00,12.26,0.83,4/15/2018 3:00,9.51,0.83,partly-cloudy-day,51.3892869,-0.141661525,-100,-1,-1,rain,1009.83,Mostly Cloudy,12.26,-1,5.36,173,-10,7.29
,32,,46.2,46,,2960383,RB7,None,4/15/2018 3:00,12.46,0.75,4/15/2018 3:00,9.75,0.84,partly-cloudy-day,51.56948433,0.082907475,-100,-1,-1,rain,1009.88,Mostly Cloudy,12.46,-1,4.91,153,-10,5.78
,-100,,-100,24.8,,2960384,TD5,None,4/15/2018 3:00,12.23,0.81,4/15/2018 3:00,9.52,0.83,partly-cloudy-day,51.42525604,-0.345608291,-100,-1,-1,rain,1009.79,Mostly Cloudy,12.23,-1,5.59,174,-10,7.91
,35.2,,50.6,48.4,,2960422,CD1,None,4/15/2018 4:00,13.11,0.26,4/15/2018 4:00,9.11,0.77,partly-cloudy-day,51.544219,-0.175284,-100,-1,-1,rain,1009.34,Partly Cloudy,13.11,-1,6.43,183,-10,8.17
,-100,,-100,-100,,2960423,BL0,None,4/15/2018 4:00,13.36,0.21,4/15/2018 4:00,9.19,0.76,clear-day,51.522287,-0.125848,-100,-1,-1,rain,1009.35,Clear,13.36,-1,6.36,182,-10,8.21
,35.4,,47.7,40.5,,2960424,GR4,None,4/15/2018 4:00,13.36,0.09,4/15/2018 4:00,8.87,0.74,clear-day,51.45258,0.070766,-100,-1,-1,rain,1009.48,Clear,13.36,-1,6.1,178,-10,8.06
,-100,,49.6,45.6,,2960425,MY7,None,4/15/2018 4:00,13.24,0.24,4/15/2018 4:00,9.15,0.76,clear-day,51.52254,-0.15459,-100,-1,-1,rain,1009.35,Clear,13.24,-1,6.41,183,-10,8.19
,27.1,,29.6,28.2,,2960426,HV1,None,4/15/2018 4:00,13.29,0.13,4/15/2018 4:00,9.22,0.76,clear-day,51.52078746,0.205460706,-100,-1,-1,rain,1009.54,Clear,13.29,-1,5.82,176,-10,7.53
,39.7,,54.4,47.9,,2960427,GN3,None,4/15/2018 4:00,13.64,0.06,4/15/2018 4:00,8.8,0.73,clear-day,51.486957,0.095111,-100,-1,-1,rain,1009.48,Clear,13.64,-1,6.06,177,-10,7.9
,49,,51.7,42.3,,2960428,GR9,None,4/15/2018 4:00,13.4,0.09,4/15/2018 4:00,8.84,0.74,clear-day,51.456357,0.040725,-100,-1,-1,rain,1009.47,Clear,13.4,-1,6.13,179,-10,8.07
,57.5,,53.1,46.6,,2960429,LW2,None,4/15/2018 4:00,13.32,0.13,4/15/2018 4:00,8.93,0.75,clear-day,51.474954,-0.039641,-100,-1,-1,rain,1009.38,Clear,13.32,-1,6.29,182,-10,8.34
,50.3,,46.1,50.8,,2960430,GN0,None,4/15/2018 4:00,13.93,0.04,4/15/2018 4:00,8.61,0.7,clear-day,51.490532,0.074003,-100,-1,-1,rain,1009.48,Clear,13.93,-1,6.11,178,-10,7.91
,-100,,39.3,35,,2960431,KF1,None,4/15/2018 4:00,13.04,0.34,4/15/2018 4:00,8.99,0.76,partly-cloudy-day,51.52104675,-0.21349214,-100,-1,-1,rain,1009.31,Partly Cloudy,13.04,-1,6.64,182,-10,8.24
,68.6,,45,43.1,,2960432,CD9,None,4/15/2018 4:00,13.3,0.22,4/15/2018 4:00,9.16,0.76,clear-day,51.52770662,-0.129053205,-100,-1,-1,rain,1009.35,Clear,13.3,-1,6.36,182,-10,8.2
,-100,,-100,-100,,2960433,CT3,None,4/15/2018 4:00,13.38,0.16,4/15/2018 4:00,9.12,0.75,clear-day,51.51384718,-0.077765682,-100,-1,-1,rain,1009.36,Clear,13.38,-1,6.3,182,-10,8.24
,-100,,-100,48,,2960434,CT2,None,4/15/2018 4:00,13.46,0.19,4/15/2018 4:00,9.22,0.76,clear-day,51.51452534,-0.104515626,-100,-1,-1,rain,1009.36,Clear,13.46,-1,6.33,182,-10,8.23
,-100,,-100,45.5,,2960435,BX9,None,4/15/2018 4:00,13.33,0.12,4/15/2018 4:00,9.13,0.76,clear-day,51.46598327,0.184877127,-100,-1,-1,rain,1009.53,Clear,13.33,-1,5.95,177,-10,7.68
,38.1,,-100,-100,,2960436,BX1,None,4/15/2018 4:00,13.33,0.12,4/15/2018 4:00,9.13,0.76,clear-day,51.46598327,0.184877127,-100,-1,-1,rain,1009.53,Clear,13.33,-1,5.95,177,-10,7.68
,-100,,-100,-100,,2960437,TH4,None,4/15/2018 4:00,13.47,0.09,4/15/2018 4:00,8.91,0.74,clear-day,51.51504617,-0.008418493,-100,-1,-1,rain,1009.45,Clear,13.47,-1,6.08,179,-10,7.83
,-100,,37,37,,2960438,ST5,None,4/15/2018 4:00,12.82,0.3,4/15/2018 4:00,8.79,0.76,partly-cloudy-day,51.3892869,-0.141661525,-100,-1,-1,rain,1009.35,Partly Cloudy,12.82,-1,6.64,185,-10,8.63
,28.5,,41,44,,2960439,RB7,None,4/15/2018 4:00,13.2,0.12,4/15/2018 4:00,9.11,0.76,clear-day,51.56948433,0.082907475,-100,-1,-1,rain,1009.46,Clear,13.2,-1,5.85,176,-10,7.64
,-100,,-100,27.8,,2960440,TD5,None,4/15/2018 4:00,12.79,0.32,4/15/2018 4:00,8.87,0.77,partly-cloudy-day,51.42525604,-0.345608291,-100,-1,-1,rain,1009.29,Partly Cloudy,12.79,-1,6.66,182,-10,8.13
,36.9,,55.8,45.3,,2960478,CD1,None,4/15/2018 5:00,13.58,0.26,4/15/2018 5:00,8.27,0.7,partly-cloudy-day,51.544219,-0.175284,-100,-1,-1,rain,1008.92,Partly Cloudy,13.58,-1,7,169,-10,8.51
,53.2,,48.5,-100,,2960479,BL0,None,4/15/2018 5:00,13.69,0.21,4/15/2018 5:00,7.96,0.68,clear-day,51.522287,-0.125848,-100,-1,-1,rain,1008.94,Clear,13.69,-1,6.91,169,-10,8.52
,31.5,,46,41.2,,2960480,GR4,None,4/15/2018 5:00,13.83,0.09,4/15/2018 5:00,8.31,0.69,clear-day,51.45258,0.070766,-100,-1,-1,rain,1009.07,Clear,13.83,-1,6.55,164,-10,8.36
,-100,,50.8,42.9,,2960481,MY7,None,4/15/2018 5:00,13.64,0.24,4/15/2018 5:00,8.08,0.69,clear-day,51.52254,-0.15459,-100,-1,-1,rain,1008.93,Clear,13.64,-1,6.97,169,-10,8.54
,24.7,,32.3,31.8,,2960482,HV1,None,4/15/2018 5:00,13.92,0.13,4/15/2018 5:00,8.68,0.71,clear-day,51.52078746,0.205460706,-100,-1,-1,rain,1009.13,Clear,13.92,-1,6.52,164,-10,7.45
,43.9,,64.7,57.1,,2960483,GN3,None,4/15/2018 5:00,14.06,0.06,4/15/2018 5:00,8.22,0.68,clear-day,51.486957,0.095111,-100,-1,-1,rain,1009.07,Clear,14.06,-1,6.44,160,-10,8.07
,47.6,,52.9,43,,2960484,GR9,None,4/15/2018 5:00,13.84,0.09,4/15/2018 5:00,8.25,0.69,clear-day,51.456357,0.040725,-100,-1,-1,rain,1009.07,Clear,13.84,-1,6.56,164,-10,8.39
,58.9,,56.5,43.8,,2960485,LW2,None,4/15/2018 5:00,13.74,0.13,4/15/2018 5:00,8.13,0.69,clear-day,51.474954,-0.039641,-100,-1,-1,rain,1008.97,Clear,13.74,-1,6.78,167,-10,8.55
,51.7,,57.3,64.3,,2960486,GN0,None,4/15/2018 5:00,14.25,0.04,4/15/2018 5:00,8.02,0.66,clear-day,51.490532,0.074003,-100,-1,-1,rain,1009.07,Clear,14.25,-1,6.39,158,-10,8.06
,-100,,38,33.9,,2960487,KF1,None,4/15/2018 5:00,13.48,0.32,4/15/2018 5:00,8.27,0.71,partly-cloudy-day,51.52104675,-0.21349214,-100,-1,-1,rain,1008.9,Partly Cloudy,13.48,-1,7.21,169,-10,8.65
,71.1,,-100,-100,,2960488,CD9,None,4/15/2018 5:00,13.67,0.22,4/15/2018 5:00,8.04,0.69,clear-day,51.52770662,-0.129053205,-100,-1,-1,rain,1008.94,Clear,13.67,-1,6.92,169,-10,8.52
,-100,,-100,-100,,2960489,CT3,None,4/15/2018 5:00,13.73,0.16,4/15/2018 5:00,8.01,0.68,clear-day,51.51384718,-0.077765682,-100,-1,-1,rain,1008.95,Clear,13.73,-1,6.82,167,-10,8.48
,-100,,-100,53,,2960490,CT2,None,4/15/2018 5:00,13.74,0.19,4/15/2018 5:00,7.84,0.68,clear-day,51.51452534,-0.104515626,-100,-1,-1,rain,1008.95,Clear,13.74,-1,6.88,168,-10,8.52
,-100,,-100,47.3,,2960491,BX9,None,4/15/2018 5:00,13.93,0.12,4/15/2018 5:00,8.61,0.7,clear-day,51.46598327,0.184877127,-100,-1,-1,rain,1009.13,Clear,13.93,-1,6.6,166,-10,7.59
,43.3,,-100,-100,,2960492,BX1,None,4/15/2018 5:00,13.93,0.12,4/15/2018 5:00,8.61,0.7,clear-day,51.46598327,0.184877127,-100,-1,-1,rain,1009.13,Clear,13.93,-1,6.6,166,-10,7.59
,-100,,-100,-100,,2960493,TH4,None,4/15/2018 5:00,13.89,0.09,4/15/2018 5:00,8.18,0.68,clear-day,51.51504617,-0.008418493,-100,-1,-1,rain,1009.04,Clear,13.89,-1,6.54,162,-10,8.07
,-100,,37,39,,2960494,ST5,None,4/15/2018 5:00,13.34,0.27,4/15/2018 5:00,8.21,0.71,partly-cloudy-day,51.3892869,-0.141661525,-100,-1,-1,rain,1008.97,Partly Cloudy,13.34,-1,7.28,173,-10,9.2
,28.8,,56.4,54,,2960495,RB7,None,4/15/2018 5:00,13.76,0.12,4/15/2018 5:00,8.5,0.71,clear-day,51.56948433,0.082907475,-100,-1,-1,rain,1009.05,Clear,13.76,-1,6.45,163,-10,7.88
,-100,,-100,33.5,,2960496,TD5,None,4/15/2018 5:00,13.22,0.29,4/15/2018 5:00,8.32,0.72,partly-cloudy-day,51.42525604,-0.345608291,-100,-1,-1,rain,1008.9,Partly Cloudy,13.22,-1,7.27,170,-10,8.79
,45.7,,54.6,47.7,,2960534,CD1,None,4/15/2018 6:00,14.36,0.37,4/15/2018 6:00,8.74,0.69,partly-cloudy-day,51.544219,-0.175284,-100,-1,-1,rain,1008.35,Partly Cloudy,14.36,-1,7.46,170,-10,9.09
,51.4,,50.6,-100,,2960535,BL0,None,4/15/2018 6:00,14.4,0.28,4/15/2018 6:00,8.63,0.68,partly-cloudy-day,51.522287,-0.125848,-100,-1,-1,rain,1008.37,Partly Cloudy,14.4,-1,7.36,170,-10,9.14
,40.3,,54.6,45.2,,2960536,GR4,None,4/15/2018 6:00,14.57,0.1,4/15/2018 6:00,8.77,0.68,clear-day,51.45258,0.070766,-100,-1,-1,rain,1008.5,Clear,14.57,-1,6.81,166,-10,9.13
,-100,,50.5,42.2,,2960537,MY7,None,4/15/2018 6:00,14.38,0.33,4/15/2018 6:00,8.68,0.69,partly-cloudy-day,51.52254,-0.15459,-100,-1,-1,rain,1008.36,Partly Cloudy,14.38,-1,7.42,170,-10,9.13
,30.7,,33.2,33.7,,2960538,HV1,None,4/15/2018 6:00,14.57,0.15,4/15/2018 6:00,8.98,0.69,clear-day,51.52078746,0.205460706,-100,-1,-1,rain,1008.57,Clear,14.57,-1,6.86,165,-10,8.57
,43.2,,50.2,48.6,,2960539,GN3,None,4/15/2018 6:00,14.85,0.07,4/15/2018 6:00,8.67,0.67,clear-day,51.486957,0.095111,-100,-1,-1,rain,1008.5,Clear,14.85,-1,6.66,165,-10,8.94
,50.5,,51.7,43.7,,2960540,GR9,None,4/15/2018 6:00,14.6,0.1,4/15/2018 6:00,8.74,0.68,clear-day,51.456357,0.040725,-100,-1,-1,rain,1008.5,Clear,14.6,-1,6.82,167,-10,9.13
,59.3,,63.2,54.5,,2960541,LW2,None,4/15/2018 6:00,14.49,0.15,4/15/2018 6:00,8.67,0.68,clear-day,51.474954,-0.039641,-100,-1,-1,rain,1008.4,Clear,14.49,-1,7.17,170,-10,9.3
,45.7,,47.9,52.6,,2960542,GN0,None,4/15/2018 6:00,15.12,0.04,4/15/2018 6:00,8.51,0.65,clear-day,51.490532,0.074003,-100,-1,-1,rain,1008.49,Clear,15.12,-1,6.55,166,-10,8.94
,-100,,-100,-100,,2960543,KF1,None,4/15/2018 6:00,14.24,0.49,4/15/2018 6:00,8.72,0.69,partly-cloudy-day,51.52104675,-0.21349214,-100,-1,-1,rain,1008.34,Partly Cloudy,14.24,-1,7.69,172,-10,9.44
,69.7,,46.2,43.6,,2960544,CD9,None,4/15/2018 6:00,14.4,0.29,4/15/2018 6:00,8.66,0.68,partly-cloudy-day,51.52770662,-0.129053205,-100,-1,-1,rain,1008.37,Partly Cloudy,14.4,-1,7.37,170,-10,9.13
,-100,,-100,-100,,2960545,CT3,None,4/15/2018 6:00,14.46,0.21,4/15/2018 6:00,8.64,0.68,clear-day,51.51384718,-0.077765682,-100,-1,-1,rain,1008.38,Clear,14.46,-1,7.24,169,-10,9.18
,-100,,-100,53,,2960546,CT2,None,4/15/2018 6:00,14.42,0.25,4/15/2018 6:00,8.59,0.68,partly-cloudy-day,51.51452534,-0.104515626,-100,-1,-1,rain,1008.38,Partly Cloudy,14.42,-1,7.31,170,-10,9.16
,-100,,-100,36.1,,2960547,BX9,None,4/15/2018 6:00,14.56,0.14,4/15/2018 6:00,8.94,0.69,clear-day,51.46598327,0.184877127,-100,-1,-1,rain,1008.58,Clear,14.56,-1,6.92,166,-10,8.75
,38,,-100,-100,,2960548,BX1,None,4/15/2018 6:00,14.56,0.14,4/15/2018 6:00,8.94,0.69,clear-day,51.46598327,0.184877127,-100,-1,-1,rain,1008.58,Clear,14.56,-1,6.92,166,-10,8.75
,-100,,-100,-100,,2960549,TH4,None,4/15/2018 6:00,14.71,0.1,4/15/2018 6:00,8.68,0.67,clear-day,51.51504617,-0.008418493,-100,-1,-1,rain,1008.46,Clear,14.71,-1,6.87,168,-10,8.79
,-100,,32,25,,2960550,ST5,None,4/15/2018 6:00,14.06,0.41,4/15/2018 6:00,8.74,0.7,partly-cloudy-day,51.3892869,-0.141661525,-100,-1,-1,rain,1008.42,Partly Cloudy,14.06,-1,7.79,174,-10,9.73
,22.7,,49.8,46,,2960551,RB7,None,4/15/2018 6:00,14.55,0.14,4/15/2018 6:00,8.87,0.69,clear-day,51.56948433,0.082907475,-100,-1,-1,rain,1008.46,Clear,14.55,-1,6.87,166,-10,8.58
,-100,,-100,28.6,,2960552,TD5,None,4/15/2018 6:00,14.09,0.58,4/15/2018 6:00,8.73,0.7,partly-cloudy-day,51.42525604,-0.345608291,-100,-1,-1,rain,1008.34,Partly Cloudy,14.09,-1,7.78,172,-10,9.53
,47.3,,54.1,49.9,,2960590,CD1,None,4/15/2018 7:00,14.31,0.75,4/15/2018 7:00,8.36,0.67,partly-cloudy-day,51.544219,-0.175284,-100,-1,-1,rain,1007.67,Mostly Cloudy,14.31,-1,7.21,171,-10,11.93
,42.8,,44.8,41.3,,2960591,BL0,None,4/15/2018 7:00,14.66,0.75,4/15/2018 7:00,8.51,0.67,partly-cloudy-day,51.522287,-0.125848,-100,-1,-1,rain,1007.69,Mostly Cloudy,14.66,-1,7.13,172,-10,12
,31.4,,38.9,37.3,,2960592,GR4,None,4/15/2018 7:00,14.29,0.75,4/15/2018 7:00,8.11,0.66,partly-cloudy-day,51.45258,0.070766,-100,-1,-1,rain,1007.85,Mostly Cloudy,14.29,-1,6.87,174,-10,12.06
,-100,,48.3,41.2,,2960593,MY7,None,4/15/2018 7:00,14.51,0.75,4/15/2018 7:00,8.45,0.67,partly-cloudy-day,51.52254,-0.15459,-100,-1,-1,rain,1007.68,Mostly Cloudy,14.51,-1,7.18,172,-10,11.97
,32.7,,26.1,25.5,,2960594,HV1,None,4/15/2018 7:00,14.4,0.75,4/15/2018 7:00,8.28,0.67,partly-cloudy-day,51.52078746,0.205460706,-100,-1,-1,rain,1007.95,Mostly Cloudy,14.4,-1,7.12,173,-10,11.21
,39,,42.2,39.6,,2960595,GN3,None,4/15/2018 7:00,14.46,0.75,4/15/2018 7:00,8.03,0.65,partly-cloudy-day,51.486957,0.095111,-100,-1,-1,rain,1007.85,Mostly Cloudy,14.46,-1,6.72,173,-10,11.85
,47.1,,44.9,38.6,,2960596,GR9,None,4/15/2018 7:00,14.33,0.75,4/15/2018 7:00,8.11,0.66,partly-cloudy-day,51.456357,0.040725,-100,-1,-1,rain,1007.84,Mostly Cloudy,14.33,-1,6.87,174,-10,12.07
,48,,39.3,38.6,,2960597,LW2,None,4/15/2018 7:00,14.38,0.75,4/15/2018 7:00,8.23,0.67,partly-cloudy-day,51.474954,-0.039641,-100,-1,-1,rain,1007.73,Mostly Cloudy,14.38,-1,6.99,173,-10,12.19
,44.8,,35.8,38.5,,2960598,GN0,None,4/15/2018 7:00,14.58,0.75,4/15/2018 7:00,7.88,0.64,partly-cloudy-day,51.490532,0.074003,-100,-1,-1,rain,1007.84,Mostly Cloudy,14.58,-1,6.59,173,-10,11.87
,-100,,-100,-100,,2960599,KF1,None,4/15/2018 7:00,14.14,0.8,4/15/2018 7:00,8.34,0.68,partly-cloudy-day,51.52104675,-0.21349214,-100,-1,-1,rain,1007.65,Mostly Cloudy,14.14,-1,7.33,171,-10,12.09
,67.4,,-100,-100,,2960600,CD9,None,4/15/2018 7:00,14.57,0.75,4/15/2018 7:00,8.47,0.67,partly-cloudy-day,51.52770662,-0.129053205,-100,-1,-1,rain,1007.68,Mostly Cloudy,14.57,-1,7.13,172,-10,11.99
,-100,,-100,-100,,2960601,CT3,None,4/15/2018 7:00,14.61,0.75,4/15/2018 7:00,8.43,0.66,partly-cloudy-day,51.51384718,-0.077765682,-100,-1,-1,rain,1007.7,Mostly Cloudy,14.61,-1,7.04,172,-10,12.06
,-100,,-100,46,,2960602,CT2,None,4/15/2018 7:00,14.8,0.75,4/15/2018 7:00,8.57,0.66,partly-cloudy-day,51.51452534,-0.104515626,-100,-1,-1,rain,1007.69,Mostly Cloudy,14.8,-1,7.09,172,-10,12.03
,-100,,-100,35.3,,2960603,BX9,None,4/15/2018 7:00,14.36,0.75,4/15/2018 7:00,8.23,0.67,partly-cloudy-day,51.46598327,0.184877127,-100,-1,-1,rain,1007.96,Mostly Cloudy,14.36,-1,7.16,174,-10,11.36
,39.7,,-100,-100,,2960604,BX1,None,4/15/2018 7:00,14.36,0.75,4/15/2018 7:00,8.23,0.67,partly-cloudy-day,51.46598327,0.184877127,-100,-1,-1,rain,1007.96,Mostly Cloudy,14.36,-1,7.16,174,-10,11.36
,-100,,-100,-100,,2960605,TH4,None,4/15/2018 7:00,14.5,0.75,4/15/2018 7:00,8.12,0.66,partly-cloudy-day,51.51504617,-0.008418493,-100,-1,-1,rain,1007.79,Mostly Cloudy,14.5,-1,6.93,171,-10,11.51
,-100,,26,23,,2960606,ST5,None,4/15/2018 7:00,13.86,0.83,4/15/2018 7:00,8.15,0.68,partly-cloudy-day,51.3892869,-0.141661525,-100,-1,-1,rain,1007.75,Mostly Cloudy,13.86,-1,7.47,175,-10,12.43
,29.2,,42.8,42,,2960607,RB7,None,4/15/2018 7:00,14.38,0.75,4/15/2018 7:00,8.21,0.66,partly-cloudy-day,51.56948433,0.082907475,-100,-1,-1,rain,1007.79,Mostly Cloudy,14.38,-1,6.98,171,-10,11.36
,-100,,-100,27.1,,2960608,TD5,None,4/15/2018 7:00,13.62,0.81,4/15/2018 7:00,8.19,0.7,partly-cloudy-day,51.42525604,-0.345608291,-100,-1,-1,rain,1007.67,Mostly Cloudy,13.62,-1,7.35,170,-10,12.18
,48.6,,48,43.7,,2960646,CD1,None,4/15/2018 8:00,13.04,1,4/15/2018 8:00,8.24,0.73,cloudy,51.544219,-0.175284,-100,-1,-1,rain,1007.44,Overcast,13.04,-1,6.78,176,-10,12.16
,39,,35.9,-100,,2960647,BL0,None,4/15/2018 8:00,13.44,1,4/15/2018 8:00,7.99,0.7,cloudy,51.522287,-0.125848,-100,-1,-1,rain,1007.45,Overcast,13.44,-1,6.69,174,-10,12.07
,19,,36,22.9,,2960648,GR4,None,4/15/2018 8:00,13.17,1,4/15/2018 8:00,8.19,0.72,cloudy,51.45258,0.070766,-100,-1,-1,rain,1007.58,Overcast,13.17,-1,6.51,171,-10,12.23
,-100,,42.2,34.3,,2960649,MY7,None,4/15/2018 8:00,13.26,1,4/15/2018 8:00,8.11,0.71,cloudy,51.52254,-0.15459,-100,-1,-1,rain,1007.45,Overcast,13.26,-1,6.73,175,-10,12.1
,24.7,,28.3,27.3,,2960650,HV1,None,4/15/2018 8:00,13.53,1,4/15/2018 8:00,8.22,0.7,cloudy,51.52078746,0.205460706,-100,-1,-1,rain,1007.58,Overcast,13.53,-1,6.67,174,-10,12.22
,33.2,,40.6,36.6,,2960651,GN3,None,4/15/2018 8:00,13.38,1,4/15/2018 8:00,8.03,0.7,cloudy,51.486957,0.095111,-100,-1,-1,rain,1007.56,Overcast,13.38,-1,6.47,173,-10,12.31
,29.2,,29.9,25.6,,2960652,GR9,None,4/15/2018 8:00,13.17,1,4/15/2018 8:00,8.16,0.72,cloudy,51.456357,0.040725,-100,-1,-1,rain,1007.58,Overcast,13.17,-1,6.5,172,-10,12.21
,32.5,,29.2,26.3,,2960653,LW2,None,4/15/2018 8:00,13.14,1,4/15/2018 8:00,8.13,0.72,cloudy,51.474954,-0.039641,-100,-1,-1,rain,1007.49,Overcast,13.14,-1,6.56,172,-10,11.96
,45.2,,30.9,43.6,,2960654,GN0,None,4/15/2018 8:00,13.48,1,4/15/2018 8:00,7.85,0.69,cloudy,51.490532,0.074003,-100,-1,-1,rain,1007.56,Overcast,13.48,-1,6.4,173,-10,12.3
,-100,,-100,-100,,2960655,KF1,None,4/15/2018 8:00,12.8,1,4/15/2018 8:00,8.34,0.74,cloudy,51.52104675,-0.21349214,-100,-1,-1,rain,1007.43,Overcast,12.8,-1,6.72,176,-10,12.15
,73.6,,46.6,39.2,,2960656,CD9,None,4/15/2018 8:00,13.34,1,4/15/2018 8:00,8.05,0.7,cloudy,51.52770662,-0.129053205,-100,-1,-1,rain,1007.45,Overcast,13.34,-1,6.7,175,-10,12.08
,-100,,-100,-100,,2960657,CT3,None,4/15/2018 8:00,13.39,1,4/15/2018 8:00,8.01,0.7,cloudy,51.51384718,-0.077765682,-100,-1,-1,rain,1007.46,Overcast,13.39,-1,6.62,174,-10,12.02
,-100,,-100,33,,2960658,CT2,None,4/15/2018 8:00,13.6,1,4/15/2018 8:00,7.88,0.68,cloudy,51.51452534,-0.104515626,-100,-1,-1,rain,1007.46,Overcast,13.6,-1,6.66,174,-10,12.04
,-100,,-100,37.8,,2960659,BX9,None,4/15/2018 8:00,13.47,1,4/15/2018 8:00,8.24,0.71,cloudy,51.46598327,0.184877127,-100,-1,-1,rain,1007.6,Overcast,13.47,-1,6.62,174,-10,12.13
,27.8,,-100,-100,,2960660,BX1,None,4/15/2018 8:00,13.47,1,4/15/2018 8:00,8.24,0.71,cloudy,51.46598327,0.184877127,-100,-1,-1,rain,1007.6,Overcast,13.47,-1,6.62,174,-10,12.13
,-100,,-100,-100,,2960661,TH4,None,4/15/2018 8:00,13.36,1,4/15/2018 8:00,7.97,0.7,cloudy,51.51504617,-0.008418493,-100,-1,-1,rain,1007.51,Overcast,13.36,-1,6.74,174,-10,12.21
,-100,,22,22,,2960662,ST5,None,4/15/2018 8:00,12.41,1,4/15/2018 8:00,8.43,0.77,cloudy,51.3892869,-0.141661525,-100,-1,-1,rain,1007.57,Overcast,12.41,-1,6.5,172,-10,11.78
,27.9,,35,40,,2960663,RB7,None,4/15/2018 8:00,13.33,1,4/15/2018 8:00,8.11,0.71,cloudy,51.56948433,0.082907475,-100,-1,-1,rain,1007.48,Overcast,13.33,-1,6.87,174,-10,12.33
,-100,,-100,21.5,,2960664,TD5,None,4/15/2018 8:00,12.08,1,4/15/2018 8:00,8.71,0.8,cloudy,51.42525604,-0.345608291,-100,-1,-1,rain,1007.5,Overcast,12.08,-1,6.33,176,-10,12.32
,36.2,,30.3,28.6,,2960702,CD1,None,4/15/2018 9:00,11.84,0.75,4/15/2018 9:00,8.93,0.82,partly-cloudy-day,51.544219,-0.175284,-100,-1,-1,rain,1007.12,Mostly Cloudy,11.84,-1,6.96,181,-10,10.28
,28.7,,24.3,-100,,2960703,BL0,None,4/15/2018 9:00,12.11,0.75,4/15/2018 9:00,8.75,0.8,partly-cloudy-day,51.522287,-0.125848,-100,-1,-1,rain,1007.13,Mostly Cloudy,12.11,-1,6.8,181,-10,10.29
,12.9,,21.2,16.2,,2960704,GR4,None,4/15/2018 9:00,11.97,0.75,4/15/2018 9:00,8.87,0.81,partly-cloudy-day,51.45258,0.070766,-100,-1,-1,rain,1007.22,Mostly Cloudy,11.97,-1,6.46,179,-10,10.66
,-100,,32.8,23,,2960705,MY7,None,4/15/2018 9:00,11.99,0.75,4/15/2018 9:00,8.83,0.81,partly-cloudy-day,51.52254,-0.15459,-100,-1,-1,rain,1007.13,Mostly Cloudy,11.99,-1,6.86,181,-10,10.26
,25.8,,25,23.9,,2960706,HV1,None,4/15/2018 9:00,12.13,0.75,4/15/2018 9:00,8.72,0.8,partly-cloudy-day,51.52078746,0.205460706,-100,-1,-1,rain,1007.26,Mostly Cloudy,12.13,-1,6.6,177,-10,11.45
,33.2,,34.3,32.3,,2960707,GN3,None,4/15/2018 9:00,12.17,0.75,4/15/2018 9:00,8.84,0.8,partly-cloudy-day,51.486957,0.095111,-100,-1,-1,rain,1007.21,Mostly Cloudy,12.17,-1,6.47,179,-10,10.9
,26.6,,24.6,18.7,,2960708,GR9,None,4/15/2018 9:00,11.98,0.75,4/15/2018 9:00,8.88,0.81,partly-cloudy-day,51.456357,0.040725,-100,-1,-1,rain,1007.22,Mostly Cloudy,11.98,-1,6.45,180,-10,10.59
,-100,,23.2,20.2,,2960709,LW2,None,4/15/2018 9:00,11.93,0.75,4/15/2018 9:00,8.87,0.82,partly-cloudy-day,51.474954,-0.039641,-100,-1,-1,rain,1007.15,Mostly Cloudy,11.93,-1,6.53,180,-10,10.27
,36.4,,29.9,36.8,,2960710,GN0,None,4/15/2018 9:00,12.29,0.75,4/15/2018 9:00,8.85,0.8,partly-cloudy-day,51.490532,0.074003,-100,-1,-1,rain,1007.21,Mostly Cloudy,12.29,-1,6.4,179,-10,10.83
,-100,,-100,-100,,2960711,KF1,None,4/15/2018 9:00,11.72,0.8,4/15/2018 9:00,9.04,0.84,partly-cloudy-day,51.52104675,-0.21349214,-100,-1,-1,rain,1007.1,Mostly Cloudy,11.72,-1,7.06,181,-10,9.99
